sagoNo,sido,sigungu,dong,addr,sagoLat,sagoLon,sagoDate,sinkWidth,sinkExtend,sinkDepth,grdKind,sagoDetail,deathCnt,injuryCnt,vehicleCnt,trStatus,trMethod,trAmt,trFnDate,daStDate,no
20210030,전북특별자치도,익산시,동산동,전북특별자치도 익산시 동산동 서동로 28길 20 (엄마트 앞 도로),,,20210520,1.20,1.00,0.80,,하수관 파손(손상),0,0,0,복구완료,하수관 보수 및 포장 보수 조치완료,0,20210520,00010101,1
20210031,전북특별자치도,익산시,영등동,전북특별자치도 익산시 영등동 제일2차 1단지(고봉로 24길 30),,,20210525,1.50,1.00,1.00,,하수관 파손(손상),0,0,0,복구완료,지반침하된 지반 되메우기 및 지반다짐 완료,0,20210525,00010101,1
20210032,경기도,시흥시,조남동,경기도 시흥시 조남동,,,20210408,0.50,0.50,0.20,,상수관로 제수변 인근 아스콘 포장불량,0,1,0,복구완료,아스콘 포장,0,20210408,00010101,1
20210033,대전광역시,중구,대흥동,대전광역시 중구 대흥동 202-1,,,20210613,1.00,1.00,0.60,,하수관로 노후로 인한 파손,0,0,0,복구완료,토사 채움 및 다짐 후 복구완료,0,20210621,00010101,1
20210035,강원특별자치도,강릉시,유천동,강원특별자치도 강릉시 유천동 유천동 133-2,,,20210505,2.00,1.00,0.50,충척층,원인불명,0,0,0,복구완료,긴급보수공사 실시,0,20210511,00010101,1
20210036,강원특별자치도,강릉시,송정동,강원특별자치도 강릉시 송정동 송정동 187-4(팔송길 6 앞),,,20210608,1.50,1.50,0.50,기타,하수관로 교체작업 다짐불량으로 인한 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장복구 완료,0,20210609,00010101,1
20210037,경상남도,양산시,북정동,경상남도 양산시 북정동 23-5번지,,,20210708,6.00,8.00,7.00,,장마로 인해 연약해진 보강토 옹벽 붕괴로 인해 배면토사 유출되어 상하수관로 파손 및 상부 도로지반 침하 발생,0,0,0,복구완료,"보강토 용역 재설치, 지반 복구 및 포장",0,20210826,00010101,1
20210038,부산광역시,남구,용호동,부산광역시 남구 용호동 370-18,,,20210513,1.00,1.00,1.00,,상수도관으로 인한 흄관 손상,0,0,0,복구완료,흄관 손상부 복구 및 포장완료,2752000,20210513,00010101,1
20210041,대전광역시,동구,용전동,대전광역시 동구 용전동 227번지,,,20210430,1.50,1.50,1.50,기타,하수박스(2.0*2.0) 바닥 파손부위로 토사가 유실 ,0,0,0,복구완료,"1. 박스 파손부위 콘크리트 복구
2. 흙 다지기 및 되메우기 등 포장 복구 완료",5000000,20210430,00010101,1
20210042,강원특별자치도,강릉시,교동,강원특별자치도 강릉시 교동 교동 46-2(한신아파트 입구),,,20210708,0.50,0.50,1.00,,폐관으로 지반유실 추정,0,0,0,복구완료,"지반다짐, 폐관 레미콘처리, 마무리 포장",0,20210710,00010101,1
20210043,대전광역시,서구,정림동,대전광역시 서구 정림동 704,,,20210331,1.00,1.00,1.50,,하수BOX와 하수관 접속부 이음 불량으로 인한 도로침하,0,0,0,복구완료,연결부 보수 후 포장 복구 완료,5000000,20210401,00010101,1
20210044,대전광역시,서구,도마동,대전광역시 서구 도마동 201-1,,,20210513,1.50,1.00,1.80,,도로 공사 후 굴착복구 다짐 미흡으로 인한 장기침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,7000000,20210513,00010101,1
20210045,대전광역시,서구,정림동,대전광역시 서구 정림동 636번지 인근,,,20210611,1.00,1.00,1.00,,하수관로 이탈로 인한 토사 유실,0,0,0,복구완료,관로 이탈 보수 후 포장 복구 완료,4000000,20210616,00010101,1
20210048,경기도,용인시 수지구,풍덕천동,경기도 용인시 수지구 풍덕천동 수지구청역 1번출입구,,,20210724,3.00,100.00,0.50,,"수지구청역 모든 출입구 도로가 침하중이며, 상세 발생 원인은 지하철 공사시 다짐 불충분으로 판된되나 정확한 것은 알 수없음",0,0,1,복구중,"현재 수지구청역은 경기철도 주식회사에서 이관되지 않은 시설물로써 도로시설물도 인수인계 되지 않은 상태임.
민원접수시 포트홀 보수나 보도블록 보수 등으로 긴급 복구 중이나 지속적으로 침하되는 실정임. (8.31. 경기철도 주식회사에서 복구하여 인수인계 예정임을 통보받은 상태임.)",0,20210930,00010101,1
20210050,부산광역시,사상구,모라동,부산광역시 사상구 모라동 모라동 453번지 앞 도로,,,20210610,1.50,1.00,1.00,,토사유실로 인한 침하,0,0,0,복구완료,"굴착부분 되메우기 재시공, 임시포장 복구 및 ASP절삭 덧씌우기(완전복구) 완료",0,20210703,00010101,1
20210051,부산광역시,북구,구포동,부산광역시 북구 구포동 1089번지 파리바게트 앞 보도,,,20210518,1.50,1.50,1.00,,상수관 파열로 인하여 도로 내 지반이 유실되고 표층부가 파손되어 지반침하 발생,0,0,0,복구완료,"상수도 파열 단수 조치 후 관로 공사 시행하였으며, 보도 및 아스팔트 도로 원상복구",0,20210607,00010101,1
20210052,서울특별시,중구,을지로1가,서울특별시 중구 을지로1가 140-1(숭례문방향 2차로),,,20210805,0.10,0.10,1.50,기타,폐하수관 존치 및 폐기물 매립으로 인한 지반침하,0,0,0,복구완료,폐하수관 주변 응급조치(시멘트 보강 및 임시 아스콘포장),0,20210806,00010101,1
20210055,서울특별시,강동구,암사동,서울특별시 강동구 암사동 527,,,20210704,1.10,0.60,1.50,,"호우 등으로 인해 지하철 복공판 밑 토류벽으로 토사가 유실, 지반 침하로 인한 하수흉관(900mm)과 맨홀간의 접합부가 파손(탈락)되어 동공이 발생된 것으로 사료",0,0,1,복구완료,하수관(900mm) 맨홀 접합부 임시복구 완료,0,20210704,00010101,1
20210056,대구광역시,동구,괴전동,대구광역시 동구 괴전동 274-3 교각아래(지하철연장공사구간),,,20210811,8.00,8.00,8.00,기타,"-하양에서 안심방향 지하철 연장공사 구간 지반침하 발생
-발생시각 8.11.(수) 22:00경 ",0,0,0,복구완료,"-동구청 건설과, 상수도 동부사업소, 통신업체 : 하수, 상수도, 전기, 통신  복구완료
-도시철도건설본부: 지반보강 및 아스팔트 포장 등 복구완료
-국토안전관리원: 괴전동  274-3번지 일대 주변 지반 상태를 파악하기 위해 도로지반 조사 실시",560000000,20211223,00010101,1
20210057,충청남도,공주시,,충청남도 공주시 하대리 산56-15,,,20210715,1.20,24.00,0.16,충척층,상하수관 손상 또는 저수지 사면 유실,0,0,0,복구완료,"침하구간 L형 측구(L=35m, B=0.9m) 재설치",10000000,20211215,00010101,1
20210059,서울특별시,성북구,안암동5가,서울특별시 성북구 안암동5가 146-31,,,20210727,1.00,1.00,0.80,,차량진동에 의한 상수도관(D 150m) 누수,0,0,0,복구완료,21.07.28(수) 01:40 상수도관 긴급 누수복구 시행 및 도로포장 완료,0,20210728,00010101,1
20210063,부산광역시,금정구,장전동,부산광역시 금정구 장전동 산2-12,,,20210818,1.00,1.00,1.50,기타,산 계곡부에서 도로를 횡단하는 흄관(D500) 파손,0,0,0,복구완료,도로 횡단하는 노후 하수관로 교체 후 도로 복구 완료,5000000,20210820,00010101,1
20210066,부산광역시,사상구,덕포동,부산광역시 사상구 덕포동 산 8-41(대덕여고) 앞 도로,,,20210824,5.00,4.00,3.00,,"우수관로(파형강관, D1,000mm) 하부 파손에 따른 누수로 도로함몰 발생",0,0,0,복구완료,"우수관로(D1,000mm) 교체 L=28m",21940,20210905,00010101,1
20210067,서울특별시,성북구,보문동7가,서울특별시 성북구 보문동7가 105-1,,,20210825,1.00,1.00,1.50,,통신박스 하부 장기간 침하로 인한 동공 발생,0,0,0,복구완료,08.26. 01:10분 복구완료,0,20210826,00010101,1
20210068,경상북도,포항시 남구,송내동,경상북도 포항시 남구 송내동 668,,,20210401,1.00,1.00,0.30,,"포항철강산업단지 완충저류시설 설치공사로 인한 침하
",0,0,0,복구완료,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",0,20210627,00010101,1
20210069,경상북도,포항시 남구,괴동동,경상북도 포항시 남구 괴동동 911-6,,,20210401,1.20,1.20,0.10,,"포항철강산업단지 완충저류시설 설치공사로 인한 침하
",0,0,0,복구완료,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",0,20210627,00010101,1
20210072,경상북도,포항시 남구,송내동,경상북도 포항시 남구 송내동 444,,,20210402,0.80,2.00,0.70,,"국도 31호선으로 중량 차량의 잦은 통행 등 자연 침하 발생
",0,0,0,복구완료,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",0,20210629,00010101,1
20210073,경상북도,포항시 남구,송내동,경상북도 포항시 남구 송내동 444,,,20210402,0.60,16.00,0.80,,"국도 31호선으로 중량 차량의 잦은 통행 등 자연 침하 발생
",0,0,0,복구완료,포장 복구 완료,0,20210629,00010101,1
20210075,경상북도,포항시 남구,동촌동,경상북도 포항시 남구 동촌동 545-6,,,20210402,1.40,1.70,0.10,기타,"국도 31호선으로 중량 차량의 잦은 통행 등 자연 침하 발생
",0,0,0,복구완료,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",0,20210629,00010101,1
20210076,경상북도,포항시 남구,동촌동,경상북도 포항시 남구 동촌동 543-67,,,20210402,1.00,3.00,0.10,,"국도 31호선으로 중량 차량의 잦은 통행 등 자연 침하 발생
",0,0,0,복구완료,포장 복구 완료,0,20210629,00010101,1
20210077,경상북도,포항시 남구,동촌동,경상북도 포항시 남구 동촌동 5,,,20210402,0.80,5.40,0.10,,"국도 31호선으로 중량 차량의 잦은 통행 등 자연 침하 발생
",0,0,0,복구완료,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",0,20210629,00010101,1
20210078,경상북도,포항시 남구,동촌동,경상북도 포항시 남구 동촌동 800-3,,,20210402,1.10,2.60,0.10,,"국도 31호선으로 중량 차량의 잦은 통행 등 자연 침하 발생
",0,0,0,복구완료,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",0,20210629,00010101,1
20210079,경상북도,포항시 남구,동촌동,경상북도 포항시 남구 동촌동 800-3,,,20210402,1.10,1.30,0.20,,"국도 31호선으로 중량 차량의 잦은 통행 등 자연 침하 발생
",0,0,0,복구완료,포장 복구 완료,0,20210629,00010101,1
20210081,서울특별시,성북구,장위동,서울특별시 성북구 장위동 124-26,,,20210821,0.90,1.80,1.70,,건축공사장 차수 불량으로 인한 지하수위 침하,0,1,0,복구완료,사고부분 토사 되메우기 등 응급복구,0,20210821,00010101,1
20210082,강원특별자치도,춘천시,근화동,강원특별자치도 춘천시 근화동 752,,,20210630,1.00,3.00,1.50,기타,흙막이 공사로 인한 일부 침하,0,0,0,복구완료,모래주머니,0,20210702,00010101,1
20210084,강원특별자치도,삼척시,원당동,강원특별자치도 삼척시 원당동 서부초등학교 맞은편 벽산빌라 옆 도로,,,20210428,2.00,2.00,3.00,,관손상으로 인한 누수 및 도로침하,0,0,0,복구완료,상수관 정비 및 도로 포장복구,7000000,20210714,00010101,1
20210085,경기도,의왕시,오전동,경기도 의왕시 오전동 206-1,,,20210303,10.00,3.00,0.10,기타,상수관 공사 후 다짐 불량,0,0,0,복구완료,절삭 후 재포장,0,20210304,00010101,1
20210086,경기도,의왕시,월암동,경기도 의왕시 월암동 의왕시 월암동 541,,,20210318,1.40,1.10,0.05,,자연침하,0,0,0,임시복구,록하드 임시 조치,0,20210318,00010101,1
20210087,경기도,의왕시,,경기도 의왕시 삼동 산 112,,,20210318,1.00,1.00,0.10,,,0,0,0,복구완료,소파 보수 조치,0,20210319,00010101,1
20210091,광주광역시,동구,,광주광역시 동구 지산동 5-1 일원,,,20210319,5.00,5.00,4.00,,지하 매설시설물 손상 추정,0,0,0,임시복구,지반침하 발생지점 토사 되메우기 및 포장 복구 완료,0,20210322,00010101,1
20210092,광주광역시,동구,,광주광역시 동구 갈마로 18,,,20210521,2.00,2.00,2.00,,하수관로(D900mm) 파손으로 토사 유실,0,0,0,복구완료,"하수관로 보수 완료, 토사 되메우기 및 보도 복구 완료",0,20210523,00010101,1
20210093,광주광역시,동구,,광주광역시 동구 문화전장로26번길 새마을금고 앞 부근,,,20210612,2.20,2.20,1.30,,다짐불량으로 인한 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장복구완료,0,20210614,00010101,1
20210094,광주광역시,서구,,광주광역시 서구 화정동 859-2번지 주변,,,20210521,1.00,4.00,1.50,,하수관(D600mm)파손으로 토사유실,0,0,0,복구완료,하수관 교체 및 포장 복구 완료,0,20210521,00010101,1
20210095,광주광역시,서구,,광주광역시 서구 화정동 1020번지 주변,,,20210522,0.50,3.00,1.00,,토사 자체에 문제(굴착을하여도 토사가 비어있지 않음),0,0,0,복구완료,"굴착이후 흙다지기 및 되메우기, 포장복구완료",0,20210526,00010101,1
20210096,광주광역시,서구,,광주광역시 서구 죽봉대로 103앞 부근,,,20210621,1.40,2.55,0.60,,다짐불량으로 인해 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20210701,00010101,1
20210097,광주광역시,북구,,광주광역시 북구 빛고을대로 동림동 산 58-14 부근,,,20210629,1.40,2.30,0.90,,다짐불량으로 인한 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20210701,00010101,1
20210098,광주광역시,광산구,,광주광역시 광산구 비아동 715-8,,,20210429,1.50,2.00,0.30,,관로 노후로 인한 세굴 발생,0,0,0,복구완료,노후관로 보수 및 포장 복구 다짐,0,20210430,00010101,1
20210099,광주광역시,광산구,,광주광역시 광산구 신가동 1002-16,,,20210511,1.00,1.00,0.80,,관로 노후로 인한 세굴 발생,0,0,0,복구완료,노후관로 보수 및 포장 복구 다짐,0,20210512,00010101,1
20210100,광주광역시,동구,,광주광역시 동구 제봉로 남광주시장 정류장 앞 부근(남광주사거리방면),,,20210607,1.20,2.70,1.10,,다짐불량으로 인한 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20210609,00010101,1
20210101,부산광역시,연제구,연산동,부산광역시 연제구 연산동 산 181-1(황령산로 503 앞),,,20210506,0.80,7.00,1.30,,,0,0,0,복구완료,흙 다지기 및 되메우기 포장복구 완료,0,20210506,00010101,1
20210102,부산광역시,연제구,거제동,부산광역시 연제구 거제동 1465-1(거제천로255번길 54),,,20210308,3.00,4.00,1.50,,,0,0,0,복구완료,흙 다지기 및 되메우기 주변도로 포장 복구완료 ,0,20210310,00010101,1
20210103,부산광역시,연제구,거제동,부산광역시 연제구 거제동 1427-38(종합운동장로 7 홈플러스 앞 삼거리),,,20210614,2.00,3.00,2.40,,,0,0,0,임시복구,흙 다지기 및 되메우기 포장복구 완료,0,20210615,00010101,1
20210104,경기도,안산시 상록구,사동,경기도 안산시 상록구 사동 1639-24,,,20210113,10.00,50.00,5.00,기타,"시공시 과굴착, 엄지말뚝 근입깊이 부족, 설계시 검토되지 않은 중장비 사용
설계 변경시 지반정수 과다 적용, 지반수위 상이적용",0,0,0,복구완료,건설공사장 되메우기 및 도로 복구 공사,0,20210606,00010101,1
20210105,경기도,이천시,장호원읍,경기도 이천시 장호원읍 장호원리 368,,,20210303,1.50,1.50,1.50,기타,개인 배수설비 불량,0,0,0,복구완료,긴급 보수공사 실시,0,20210303,00010101,1
20210106,경기도,이천시,장호원읍,경기도 이천시 장호원읍 장호원리 656-3,,,20210525,1.00,10.00,1.50,기타,하수관 손상에 따른 토사 유실,0,0,0,복구완료,하수관로 보수 및 포장 완료,0,20210525,00010101,1
